company_std,year_std,Company_Name,Sector,Industry,Ticker_Symbol,Year,Report_Type,Data_Source,ESG_Score_Composite,ESG_Rating_Grade,ESG_Percentile_Rank,Env_Score_Raw,Social_Score_Raw,Governance_Score_Raw,Data_Completeness_Pct,RI_Rating,RI_Numeric,Sust_Rating,Sust_Numeric,ROA,ROE,Log_Assets,Leverage,Net_Margin,ROA_Pct,ROE_Pct,Net_Income_NGN_m,Revenue_NGN_m,Total_Assets_NGN_m,Total_Equity_NGN_m,Total_Debt_NGN_m,EBITDA_NGN_m,Market_Cap_NGN_m,GHG_Scope1_tCO2e,GHG_Scope2_tCO2e,GHG_Scope3_tCO2e,GHG_Intensity,Energy_Consumed_GJ,Renewable_Energy_Pct,Water_Consumed_m3,Waste_Total_Tonnes,Waste_Recycled_Pct,Total_Employees,Female_Employees_Pct,Female_Board_Pct,Independent_Dir_Pct,Board_Size,Board_Meetings_pa,CEO_Chair_Separation,Anti_Corruption_Policy,GRI_Reporting,IFRS_S1_S2_Aligned,renewable_energy_flag,env_policy_flag,carbon_audit_flag,gri_302_flag,gri_305_flag,financial_inclusion_flag,gender_award_flag,ungc_signatory,nsbp_signatory,human_rights_policy_flag,board_eval_flag,sustainability_assurance,code_of_conduct_flag,anti_corruption_flag,data_privacy_flag,iso_certified
United Bank for Africa,2020,United Bank for Africa Plc,Banking & Finance,Commercial Banking,UBA,2020,Annual Report,UBA_2020.pdf,44.78,C,62.7,28.57,54.46,49.68,66.7,,,,,1.48,15.72,15.85646851,0.958857858,18.34,1.48,15.72,113765,620375,7697980,724148,694355,,295824,,,,,,,,,,10838,44,25,18.8,16,7,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1
United Bank for Africa,2021,United Bank for Africa Plc,Banking & Finance,Commercial Banking,UBA,2021,Annual Report,UBA_2021.pdf,42.32,C,57.7,14.29,48.6,58.63,64.9,,,,,1.39,14.75,15.96042589,0.566312172,17.98,1.39,14.75,118678,660219,8541318,804807,455772,190438,275320,,,,,,,,,,10199,44.4,31.3,18.8,16,7,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1
United Bank for Africa,2022,United Bank for Africa Plc,Banking & Finance,Commercial Banking,UBA,2022,Annual Report,UBA_2022.pdf,46.74,B,66.8,14.29,58.41,62.33,64.9,,,,,1.57,18.47,16.20037318,0.580991949,19.96,1.57,18.47,170277,853175,10857571,922104,535735,,259915,,,,,,,,,,9597,44,47,33.3,15,7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1
United Bank for Africa,2023,United Bank for Africa Plc,Banking & Finance,Commercial Banking,UBA,2023,Annual Report,UBA_2023.pdf,30.34,C,39,0,31.7,52.08,38.6,,,,,2.94,29.93,16.84338068,0.422983507,29.29,2.94,29.93,607696,2075386,20653197,2030195,858739,,877000,,,,,,,,,,10007,45.6,50,21.4,14,6,1,1,0,0,,,,,,,,,,,,,,,,
United Bank for Africa,2024,United Bank for Africa Plc,Banking & Finance,Commercial Banking,UBA,2024,Annual Report,UBA_2024.pdf,46.28,B,65.6,14.29,44.16,71.88,66.7,,,,,2.53,22.42,17.22742877,0.407997452,24.06,2.53,22.42,766568,3186880,30323355,3418639,1394796,884716,1162800,,,,,,,,,,9323,46,46.7,20,15,8,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1
VFD Group,2020,VFD Group Plc,Banking & Finance,Proprietary Investment Company,VFDGROUP,2020,Annual Report,VFDGroup_2020.pdf,26.67,D,32.4,0,18.94,52.47,66.7,,,,,4.1,37.58,11.31050666,0.826299601,48.0936,4.1,37.58,3349.29,6653.99,81675.28,8914.66,7366.18,,,,,,,,,,,,139,,15.38,7.69,13,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
VFD Group,2021,VFD Group Plc,Banking & Finance,Proprietary Investment Company,VFDGROUP,2021,Annual Report,VFDGroup_2021.pdf,28.31,D,34.9,0,22.17,54.16,63.2,,,,,3.06,21.3,11.54008294,0.563585056,31.68,3.06,21.3,3149.82,9941.71,102752.96,14791.29,8336.15,4568.64,,,,,,,,,,,182,,13.33,,15,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
VFD Group,2022,VFD Group Plc,Banking & Finance,Proprietary Investment,,2022,Annual Report,VFDGroup_2022.pdf,26.69,D,32.8,0,20.38,51.45,64.9,,,,,4.76,28.68,11.91244366,2.293904591,20.98,4.76,28.68,7092.73,33803.37,149110.61,24729.76,56727.71,9709.65,,,,,,,,,,,28,,13.3,0,15,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
VFD Group,2023,VFD Group Plc,Banking & Finance,Proprietary Investment Company,VFDGROUP,2023,Annual Report,VFDGroup_2023.pdf,36.2,C,47.7,14.29,33.33,54.8,63.2,,,,,-0.34,-2.31,12.29809164,2.50840763,-1.66,-0.34,-2.31,-750.44,45113.47,219277.13,32530.57,81599.93,,,,,,,,,,,,21,,28.57,28.57,14,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
VFD Group,2024,VFD Group Plc,Banking & Finance,Investment Company,VFDGROUP,2024,Annual Report,VFDGroup_2024.pdf,22.83,D,23.2,0,10.27,49.37,64.9,,,,,0.74,5.18,12.59699711,2.883895855,2.49,0.74,5.18,2183.505,87763.526,295669.368,42105.396,121427.577,50690.292,,,,,,,,,,,457,,20,33.33,15,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wema Bank,2020,Wema Bank Plc,Banking & Finance,Commercial Banking,,2020,Annual Report,WemaBank_2020.pdf,43.38,C,60.6,12.5,53.48,58.97,68.4,Fair,3,,,0.47,7.74,13.78358851,14.11497173,5.75,0.47,7.74,4592.217,79876.995,968582.084,59352.833,878389.767,9082.8,,,,,,,,,1.5,,1232,44,33.33,16.67,12,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1
Wema Bank,2021,Wema Bank Plc,Banking & Finance,Commercial Banking,WEMABANK,2021,Annual Report,WemaBank_2021.pdf,46.24,B,65.1,12.5,63.41,58.66,68.4,Fair,3,,,0.77,12.7,13.96781771,1.033643746,9.7,0.77,12.7,8933.2,92137.08,1164517.87,70364.34,72731.66,,,,,,,,,,7,,1305,43,25,16.7,12,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1
Wema Bank,2022,Wema Bank Plc,Banking & Finance,Commercial Banking,,2022,Annual Report,WemaBank_2022.pdf,52.32,B,75.5,14.29,66.76,70.01,66.7,Fair,3,,,0.79,13.75,14.18171274,14.11497173,8.58,0.79,13.75,11351.98,132301.314,1442246.81,82542.902,1221838.251,23694.802,,,,,,,,,,,1415,42,30.77,23.08,13,6,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
Wema Bank,2023,Wema Bank Plc,Banking & Finance,Commercial Banking,WEMABANK,2023,Annual Report,WemaBank_2023.pdf,64.11,A,88.8,51.69,61.51,75.38,75.4,Fair,3,,,1.6,25.79,14.62201522,0.576851962,15.92,1.6,25.79,35932.372,225746.689,2240064.506,139321.849,80368.082,54377.464,,,,,,,48,,21.5,,1726,42,38.46,23.08,13,6,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
Wema Bank,2024,Wema Bank Plc,Banking & Finance,Commercial Banking,WEMABANK,2024,Annual Report,WemaBank_2024.pdf,40.29,C,54.4,25,41.79,50.63,68.4,Fair,3,,,2.41,33.65,15.09228395,0.428417612,19.96,2.41,33.65,86286.174,432337.943,3585053.487,256450.881,109868.074,,,,,,,,,,33.44775,,2342,30,38.46,23.08,13,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zenith Bank,2020,Zenith Bank Plc,Banking & Finance,Commercial Banking,,2020,Annual Report,ZenithBank_2020.pdf,54.85,B,78,28.57,69.91,63.26,66.7,Fair,3,,,2.72,20.63,15.953371,0.77861389,33.1,2.72,20.63,230565,696450,8481272,1117473,870080,,,,,,,,,,,,7544,32,7.7,30.8,13,5,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1
Zenith Bank,2021,Zenith Bank Plc,Banking & Finance,Commercial Banking,ZENITHBANK,2021,Annual Report,ZenithBank_2021.pdf,68.19,A,92.9,70.39,64.06,69.65,70.2,Fair,3,,,2.59,19.12,16.06129702,0.584160505,31.95,2.59,19.12,244558,765558,9447843,1279662,747528,309458,,,,,,,,,,,6298,49,15.38,30.77,13,7,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
Zenith Bank,2022,Zenith Bank Plc,Banking & Finance,Banking,ZENITHBANK,2022,Annual Report,ZenithBank_2022.pdf,61.74,A,85.5,53.94,52.68,74.39,70.2,Fair,3,,,1.82,16.24,16.32394076,0.924363642,23.68,1.82,16.24,223911,945554,12285629,1378940,1274642,314958,,,,,,,,,,,9040,53.96,17.65,23.53,17,7,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
Zenith Bank,2023,Zenith Bank Plc,Banking & Finance,Commercial Banking,ZENITHBANK,2023,Annual Report,ZenithBank_2023.pdf,60.59,A,84.2,28.57,58.64,86.06,68.4,Fair,3,,,3.32,29.14,16.82949794,0.607255378,31.76,3.32,29.14,676909,2131750,20368455,2323380,1410885,829288,,,,,,,,,,,6681,50,21.43,28.57,14,10,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
Zenith Bank,2024,Zenith Bank Plc,Banking & Finance,Commercial Banking,ZENITHBANK,2024,Annual Report,ZenithBank_2024.pdf,75.48,A,99.6,68.56,81.89,75.86,75.4,Fair,3,,,3.45,25.63,17.2152911,5.449958094,26.02,3.45,25.63,1032895,3970959,29957525,4029273,21959369,1379397,,,,,,,,,,,7704,53,33.3,20,15,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
